User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,JoinMonthYear
622,Basic,12,2022-08-29,2023-06-28,Spain,35,Male,Smartphone,1 Month,2022-08
623,Standard,13,2022-08-30,2023-06-28,United States,29,Female,Smart TV,1 Month,2022-08
624,Standard,10,2022-09-02,2023-06-30,Canada,42,Male,Smartphone,1 Month,2022-09
625,Basic,15,2022-09-20,2023-06-28,United States,33,Male,Tablet,1 Month,2022-09
626,Premium,10,2022-09-23,2023-06-30,United States,30,Male,Laptop,1 Month,2022-09
627,Basic,11,2022-09-29,2023-06-29,Canada,43,Female,Smart TV,1 Month,2022-09
628,Standard,10,2022-10-09,2023-07-01,United Kingdom,42,Male,Smartphone,1 Month,2022-10
629,Premium,11,2022-10-12,2023-06-29,Australia,39,Male,Tablet,1 Month,2022-10
630,Basic,15,2022-10-06,2023-06-30,Germany,32,Female,Smart TV,1 Month,2022-10
631,Premium,14,2022-09-21,2023-06-28,France,31,Male,Smartphone,1 Month,2022-09
632,Basic,13,2022-09-23,2023-07-01,Brazil,39,Male,Smartphone,1 Month,2022-09
633,Standard,12,2022-09-28,2023-06-29,Mexico,41,Female,Smartphone,1 Month,2022-09
634,Standard,12,2022-09-29,2023-06-29,Spain,51,Female,Smart TV,1 Month,2022-09
635,Basic,13,2022-10-03,2023-06-27,Italy,29,Male,Laptop,1 Month,2022-10
636,Premium,10,2022-10-28,2023-07-01,Spain,33,Female,Smart TV,1 Month,2022-10
637,Basic,12,2022-11-14,2023-06-29,Spain,51,Female,Tablet,1 Month,2022-11
638,Standard,11,2022-11-16,2023-07-01,United States,38,Male,Tablet,1 Month,2022-11
639,Premium,10,2022-11-17,2023-06-28,Canada,37,Female,Laptop,1 Month,2022-11
640,Basic,13,2022-11-20,2023-06-30,United States,50,Female,Laptop,1 Month,2022-11
641,Premium,12,2022-11-21,2023-06-29,United States,33,Male,Tablet,1 Month,2022-11
642,Basic,11,2022-11-19,2023-07-01,Canada,27,Male,Laptop,1 Month,2022-11
643,Standard,11,2022-10-28,2023-06-27,United Kingdom,50,Female,Smartphone,1 Month,2022-10
644,Standard,15,2022-10-27,2023-06-29,Australia,47,Female,Laptop,1 Month,2022-10
645,Basic,13,2022-10-27,2023-06-29,Germany,41,Male,Laptop,1 Month,2022-10
646,Premium,10,2022-10-27,2023-06-30,France,49,Female,Laptop,1 Month,2022-10
647,Basic,15,2022-10-25,2023-06-28,Brazil,32,Male,Smart TV,1 Month,2022-10
648,Standard,10,2022-10-17,2023-06-28,Mexico,38,Female,Smartphone,1 Month,2022-10
649,Premium,14,2022-08-20,2023-06-29,Spain,38,Female,Smartphone,1 Month,2022-08
650,Basic,15,2022-08-16,2023-06-29,Italy,28,Female,Smart TV,1 Month,2022-08
651,Premium,13,2022-08-15,2023-06-29,Spain,31,Male,Tablet,1 Month,2022-08
652,Basic,14,2022-08-15,2023-06-29,Spain,39,Female,Smartphone,1 Month,2022-08
653,Standard,11,2022-07-29,2023-06-29,United States,28,Female,Smartphone,1 Month,2022-07
654,Standard,12,2022-07-17,2023-06-28,Canada,30,Female,Smartphone,1 Month,2022-07
655,Basic,11,2022-07-26,2023-06-29,United States,42,Male,Tablet,1 Month,2022-07
656,Premium,14,2022-07-31,2023-06-29,United States,33,Female,Laptop,1 Month,2022-07
657,Basic,14,2022-08-03,2023-06-29,Canada,34,Female,Smart TV,1 Month,2022-08
658,Standard,13,2022-08-04,2023-06-29,United Kingdom,49,Female,Smart TV,1 Month,2022-08
659,Premium,13,2022-08-03,2023-06-29,Australia,41,Male,Laptop,1 Month,2022-08
660,Basic,12,2022-06-27,2023-06-29,Germany,28,Male,Smart TV,1 Month,2022-06
661,Premium,14,2022-06-27,2023-06-28,France,49,Female,Laptop,1 Month,2022-06
662,Basic,15,2022-06-15,2023-06-29,Brazil,49,Male,Tablet,1 Month,2022-06
663,Standard,11,2022-06-13,2023-06-29,Mexico,36,Male,Tablet,1 Month,2022-06
664,Standard,11,2022-06-12,2023-06-30,Spain,31,Male,Smart TV,1 Month,2022-06
665,Basic,10,2022-06-18,2023-06-28,Italy,38,Male,Smartphone,1 Month,2022-06
666,Premium,15,2022-06-26,2023-06-29,Spain,34,Female,Tablet,1 Month,2022-06
667,Basic,11,2022-06-30,2023-06-30,Spain,51,Female,Smartphone,1 Month,2022-06
668,Standard,13,2022-07-03,2023-06-30,United States,49,Male,Smart TV,1 Month,2022-07
669,Premium,13,2022-06-19,2023-06-28,Canada,27,Female,Tablet,1 Month,2022-06
670,Basic,10,2022-06-08,2023-06-29,United States,38,Male,Smart TV,1 Month,2022-06
671,Basic,10,2022-06-08,2023-06-30,United States,51,Male,Tablet,1 Month,2022-06
672,Basic,14,2022-06-09,2023-06-30,Canada,47,Female,Tablet,1 Month,2022-06
673,Standard,15,2022-06-09,2023-06-27,United Kingdom,37,Male,Smartphone,1 Month,2022-06
674,Premium,13,2022-06-10,2023-06-28,Australia,37,Female,Laptop,1 Month,2022-06
675,Basic,11,2022-06-11,2023-06-29,Germany,39,Female,Tablet,1 Month,2022-06
676,Basic,11,2022-06-13,2023-06-29,France,31,Male,Smartphone,1 Month,2022-06
677,Premium,13,2022-06-17,2023-06-28,Brazil,36,Male,Smart TV,1 Month,2022-06
678,Standard,15,2022-06-27,2023-06-28,Mexico,42,Female,Smart TV,1 Month,2022-06
679,Standard,11,2022-07-05,2023-06-29,Spain,49,Male,Laptop,1 Month,2022-07
680,Basic,15,2022-07-07,2023-06-29,Italy,44,Female,Laptop,1 Month,2022-07
681,Premium,11,2022-07-16,2023-06-28,Spain,33,Male,Laptop,1 Month,2022-07
682,Standard,11,2022-07-23,2023-06-27,Spain,42,Male,Tablet,1 Month,2022-07
683,Basic,13,2022-08-03,2023-06-29,United States,39,Male,Smartphone,1 Month,2022-08
684,Standard,10,2022-08-11,2023-06-29,Canada,49,Male,Smartphone,1 Month,2022-08
685,Premium,12,2022-08-15,2023-06-30,United States,31,Male,Smartphone,1 Month,2022-08
686,Basic,14,2022-08-18,2023-06-28,United States,37,Male,Tablet,1 Month,2022-08
687,Premium,13,2022-08-26,2023-06-29,Canada,30,Female,Tablet,1 Month,2022-08
688,Standard,10,2022-09-03,2023-06-28,United Kingdom,42,Male,Smartphone,1 Month,2022-09
689,Basic,15,2022-09-04,2023-06-29,Australia,37,Female,Smart TV,1 Month,2022-09
690,Standard,15,2022-09-05,2023-06-30,Germany,36,Male,Laptop,1 Month,2022-09
691,Premium,11,2022-09-01,2023-06-29,France,28,Female,Laptop,1 Month,2022-09
692,Basic,15,2022-08-31,2023-06-30,Brazil,36,Male,Tablet,1 Month,2022-08
693,Standard,14,2022-09-01,2023-06-29,Mexico,31,Female,Tablet,1 Month,2022-09
694,Premium,14,2022-09-17,2023-07-01,Spain,46,Male,Smart TV,1 Month,2022-09
695,Basic,13,2022-09-21,2023-06-28,Italy,28,Male,Laptop,1 Month,2022-09
696,Premium,15,2022-09-29,2023-07-01,Spain,31,Male,Tablet,1 Month,2022-09
697,Basic,12,2022-10-06,2023-06-29,Spain,43,Male,Smart TV,1 Month,2022-10
698,Standard,10,2022-10-12,2023-07-02,United States,28,Male,Laptop,1 Month,2022-10
699,Standard,13,2022-10-07,2023-06-30,Canada,32,Female,Smartphone,1 Month,2022-10
700,Basic,12,2022-10-04,2023-06-30,United States,31,Female,Laptop,1 Month,2022-10
701,Premium,11,2022-09-24,2023-06-28,United States,45,Male,Smart TV,1 Month,2022-09
702,Basic,14,2022-09-25,2023-07-01,Canada,36,Male,Smartphone,1 Month,2022-09
703,Standard,14,2022-09-27,2023-06-30,United Kingdom,35,Male,Laptop,1 Month,2022-09
704,Premium,13,2022-09-30,2023-07-01,Australia,27,Female,Tablet,1 Month,2022-09
705,Basic,13,2022-10-04,2023-06-28,Germany,32,Male,Laptop,1 Month,2022-10
706,Premium,12,2022-10-24,2023-07-01,France,46,Female,Smartphone,1 Month,2022-10
707,Basic,12,2022-10-28,2023-06-30,Brazil,36,Male,Smart TV,1 Month,2022-10
708,Standard,13,2022-11-02,2023-07-01,Mexico,39,Male,Laptop,1 Month,2022-11
709,Standard,12,2022-11-07,2023-06-28,Spain,48,Female,Smart TV,1 Month,2022-11
710,Basic,10,2022-11-10,2023-06-30,Italy,48,Female,Smart TV,1 Month,2022-11
711,Premium,14,2022-11-15,2023-06-29,Spain,27,Female,Laptop,1 Month,2022-11
712,Basic,13,2022-11-08,2023-07-01,Spain,45,Male,Tablet,1 Month,2022-11
713,Standard,10,2022-11-01,2023-06-27,United States,30,Male,Laptop,1 Month,2022-11
714,Premium,15,2022-10-30,2023-06-29,Canada,29,Male,Tablet,1 Month,2022-10
715,Basic,12,2022-10-28,2023-06-29,United States,43,Female,Laptop,1 Month,2022-10
716,Premium,10,2022-10-26,2023-06-30,United States,43,Male,Laptop,1 Month,2022-10
717,Basic,15,2022-10-18,2023-06-29,Canada,39,Female,Tablet,1 Month,2022-10
718,Standard,14,2022-09-30,2023-06-30,United Kingdom,27,Male,Tablet,1 Month,2022-09
719,Standard,10,2022-09-03,2023-06-29,Australia,33,Female,Tablet,1 Month,2022-09
720,Basic,10,2022-08-23,2023-06-29,Germany,32,Female,Tablet,1 Month,2022-08
721,Premium,10,2022-08-16,2023-06-29,France,37,Female,Tablet,1 Month,2022-08
722,Basic,13,2022-08-11,2023-06-30,Brazil,45,Male,Smartphone,1 Month,2022-08
723,Standard,10,2022-08-01,2023-06-30,Mexico,40,Female,Smartphone,1 Month,2022-08
724,Premium,14,2022-08-01,2023-06-29,Spain,44,Male,Laptop,1 Month,2022-08
725,Basic,12,2022-08-01,2023-06-29,Italy,29,Female,Tablet,1 Month,2022-08
726,Premium,14,2022-08-02,2023-06-30,Spain,50,Male,Laptop,1 Month,2022-08
727,Basic,11,2022-08-04,2023-06-29,Spain,32,Female,Laptop,1 Month,2022-08
728,Standard,14,2022-08-04,2023-06-29,United States,39,Male,Laptop,1 Month,2022-08
729,Standard,15,2022-07-07,2023-06-30,Canada,43,Female,Smartphone,1 Month,2022-07
730,Basic,12,2022-06-27,2023-06-30,United States,49,Female,Smartphone,1 Month,2022-06
731,Premium,13,2022-06-19,2023-06-29,United States,30,Male,Tablet,1 Month,2022-06
732,Basic,12,2022-06-19,2023-06-29,Canada,47,Male,Tablet,1 Month,2022-06
733,Standard,10,2022-06-18,2023-06-29,United Kingdom,51,Female,Laptop,1 Month,2022-06
734,Premium,14,2022-06-19,2023-06-30,Australia,40,Male,Tablet,1 Month,2022-06
735,Basic,14,2022-06-24,2023-06-28,Germany,40,Male,Laptop,1 Month,2022-06
736,Premium,11,2022-06-30,2023-06-30,France,49,Male,Smartphone,1 Month,2022-06
737,Basic,15,2022-07-02,2023-06-30,Brazil,43,Female,Tablet,1 Month,2022-07
738,Standard,14,2022-06-26,2023-07-01,Mexico,44,Female,Smartphone,1 Month,2022-06
739,Standard,13,2022-06-21,2023-06-28,Spain,27,Male,Smartphone,1 Month,2022-06
740,Basic,14,2022-06-16,2023-06-29,Italy,30,Male,Tablet,1 Month,2022-06
741,Premium,14,2022-06-09,2023-06-30,Spain,47,Male,Smart TV,1 Month,2022-06
742,Basic,13,2022-06-10,2023-06-30,Spain,51,Male,Smartphone,1 Month,2022-06
743,Standard,15,2022-06-10,2023-06-28,United States,31,Female,Laptop,1 Month,2022-06
744,Premium,13,2022-06-11,2023-06-29,Canada,34,Female,Tablet,1 Month,2022-06
745,Basic,11,2022-06-12,2023-06-30,United States,28,Female,Laptop,1 Month,2022-06
746,Basic,15,2022-06-15,2023-06-30,United States,32,Male,Smartphone,1 Month,2022-06
747,Basic,11,2022-06-25,2023-06-29,Canada,41,Male,Smart TV,1 Month,2022-06
748,Standard,13,2022-06-30,2023-06-28,United Kingdom,40,Male,Smart TV,1 Month,2022-06
749,Premium,12,2022-07-06,2023-06-30,Australia,46,Male,Smart TV,1 Month,2022-07
750,Basic,13,2022-07-09,2023-06-29,Germany,47,Male,Smart TV,1 Month,2022-07
751,Basic,14,2022-07-18,2023-06-29,France,45,Female,Laptop,1 Month,2022-07
752,Premium,10,2022-07-24,2023-06-28,Brazil,28,Female,Smartphone,1 Month,2022-07
753,Standard,12,2022-07-27,2023-06-30,Mexico,43,Female,Smartphone,1 Month,2022-07
754,Standard,11,2022-08-10,2023-06-29,Spain,41,Male,Laptop,1 Month,2022-08
755,Basic,13,2022-08-16,2023-06-30,Italy,32,Male,Tablet,1 Month,2022-08
756,Premium,14,2022-08-23,2023-06-29,Spain,44,Female,Smartphone,1 Month,2022-08
757,Standard,11,2022-09-03,2023-06-30,Spain,32,Male,Laptop,1 Month,2022-09
758,Basic,12,2022-09-04,2023-06-29,United States,47,Male,Laptop,1 Month,2022-09
759,Standard,14,2022-09-05,2023-06-29,Canada,37,Male,Smart TV,1 Month,2022-09
760,Premium,13,2022-09-04,2023-07-01,United States,40,Female,Smartphone,1 Month,2022-09
761,Basic,11,2022-08-31,2023-06-29,United States,48,Female,Smart TV,1 Month,2022-08
762,Premium,10,2022-09-01,2023-07-02,Canada,48,Male,Laptop,1 Month,2022-09
763,Standard,10,2022-09-15,2023-06-29,United Kingdom,35,Male,Laptop,1 Month,2022-09
764,Basic,15,2022-09-18,2023-07-03,Australia,28,Male,Smart TV,1 Month,2022-09
765,Standard,11,2022-09-28,2023-06-29,Germany,35,Female,Smart TV,1 Month,2022-09
766,Premium,13,2022-09-30,2023-07-01,France,43,Male,Smartphone,1 Month,2022-09
767,Basic,15,2022-10-07,2023-06-29,Brazil,39,Male,Laptop,1 Month,2022-10
768,Standard,10,2022-10-08,2023-07-02,Mexico,38,Female,Laptop,1 Month,2022-10
769,Premium,14,2022-10-08,2023-06-30,Spain,36,Female,Smart TV,1 Month,2022-10
770,Basic,11,2022-10-03,2023-07-01,Italy,42,Female,Laptop,1 Month,2022-10
771,Premium,14,2022-10-04,2023-06-28,Spain,27,Male,Tablet,1 Month,2022-10
772,Basic,12,2022-10-02,2023-07-01,Spain,48,Male,Laptop,1 Month,2022-10
773,Standard,13,2022-10-01,2023-06-30,United States,27,Female,Smart TV,1 Month,2022-10
774,Standard,15,2022-10-03,2023-07-02,Canada,49,Male,Smartphone,1 Month,2022-10
775,Basic,11,2022-10-20,2023-06-28,United States,29,Male,Tablet,1 Month,2022-10
776,Premium,11,2022-10-21,2023-07-01,United States,44,Male,Laptop,1 Month,2022-10
777,Basic,11,2022-10-28,2023-06-30,Canada,31,Male,Smartphone,1 Month,2022-10
778,Standard,13,2022-11-03,2023-07-01,United Kingdom,33,Male,Tablet,1 Month,2022-11
779,Premium,10,2022-11-07,2023-06-28,Australia,36,Female,Smart TV,1 Month,2022-11
780,Basic,15,2022-11-12,2023-06-30,Germany,43,Female,Laptop,1 Month,2022-11
781,Premium,14,2022-11-13,2023-06-29,France,30,Female,Smartphone,1 Month,2022-11
782,Basic,13,2022-11-02,2023-07-01,Brazil,44,Female,Laptop,1 Month,2022-11
783,Standard,13,2022-11-01,2023-06-29,Mexico,37,Female,Laptop,1 Month,2022-11
784,Standard,14,2022-10-31,2023-06-30,Spain,27,Male,Laptop,1 Month,2022-10
785,Basic,12,2022-10-28,2023-06-29,Italy,35,Female,Laptop,1 Month,2022-10
786,Premium,13,2022-10-24,2023-06-30,Spain,32,Male,Smart TV,1 Month,2022-10
787,Basic,12,2022-10-03,2023-06-29,Spain,49,Female,Laptop,1 Month,2022-10
788,Standard,12,2022-09-13,2023-06-30,United States,45,Female,Tablet,1 Month,2022-09
789,Premium,11,2022-09-02,2023-06-30,Canada,33,Female,Smartphone,1 Month,2022-09
790,Basic,14,2022-08-30,2023-06-30,United States,37,Female,Smartphone,1 Month,2022-08
791,Premium,15,2022-08-25,2023-06-30,United States,29,Male,Smartphone,1 Month,2022-08
792,Basic,12,2022-08-11,2023-06-30,Canada,45,Male,Smart TV,1 Month,2022-08
793,Standard,11,2022-08-05,2023-06-30,United Kingdom,42,Female,Smartphone,1 Month,2022-08
794,Standard,12,2022-08-02,2023-06-30,Australia,32,Female,Smart TV,1 Month,2022-08
795,Basic,11,2022-08-03,2023-07-01,Germany,47,Male,Smartphone,1 Month,2022-08
796,Premium,12,2022-08-04,2023-07-01,France,27,Male,Smart TV,1 Month,2022-08
797,Basic,10,2022-08-05,2023-06-30,Brazil,35,Male,Tablet,1 Month,2022-08
798,Standard,15,2022-07-12,2023-06-30,Mexico,35,Male,Laptop,1 Month,2022-07
799,Premium,10,2022-07-02,2023-06-30,Spain,48,Male,Tablet,1 Month,2022-07
800,Basic,12,2022-06-26,2023-06-30,Italy,36,Male,Smartphone,1 Month,2022-06
801,Premium,10,2022-06-22,2023-06-29,Spain,46,Male,Smartphone,1 Month,2022-06
802,Basic,13,2022-06-22,2023-06-30,Spain,33,Female,Smartphone,1 Month,2022-06
803,Standard,14,2022-06-19,2023-07-01,United States,43,Male,Smart TV,1 Month,2022-06
804,Standard,14,2022-06-22,2023-07-02,Canada,47,Female,Smartphone,1 Month,2022-06
805,Basic,15,2022-06-27,2023-06-28,United States,39,Female,Laptop,1 Month,2022-06
806,Premium,15,2022-07-01,2023-06-30,United States,30,Female,Laptop,1 Month,2022-07
807,Basic,11,2022-06-28,2023-06-30,Canada,46,Male,Tablet,1 Month,2022-06
808,Standard,13,2022-06-25,2023-07-01,United Kingdom,39,Male,Smart TV,1 Month,2022-06
809,Premium,10,2022-06-22,2023-06-28,Australia,28,Male,Smartphone,1 Month,2022-06
810,Basic,13,2022-06-09,2023-06-29,Germany,38,Male,Smartphone,1 Month,2022-06
811,Premium,13,2022-06-10,2023-06-30,France,36,Male,Laptop,1 Month,2022-06
812,Basic,15,2022-06-11,2023-07-01,Brazil,33,Male,Laptop,1 Month,2022-06
813,Standard,10,2022-06-11,2023-06-28,Mexico,50,Male,Smartphone,1 Month,2022-06
814,Standard,10,2022-06-12,2023-06-29,Spain,38,Male,Smartphone,1 Month,2022-06
815,Basic,15,2022-06-13,2023-06-30,Italy,29,Male,Smartphone,1 Month,2022-06
816,Premium,15,2022-06-18,2023-06-30,Spain,47,Female,Smart TV,1 Month,2022-06
817,Basic,15,2022-06-29,2023-06-30,Spain,31,Female,Tablet,1 Month,2022-06
818,Standard,13,2022-06-30,2023-06-28,United States,40,Male,Tablet,1 Month,2022-06
819,Premium,14,2022-07-01,2023-07-01,Canada,50,Male,Laptop,1 Month,2022-07
820,Basic,11,2022-07-07,2023-06-30,United States,43,Female,Tablet,1 Month,2022-07
821,Basic,12,2022-07-13,2023-06-29,United States,35,Female,Laptop,1 Month,2022-07
822,Basic,11,2022-07-24,2023-06-29,Canada,36,Male,Laptop,1 Month,2022-07
823,Standard,15,2022-07-29,2023-06-30,United Kingdom,30,Male,Smartphone,1 Month,2022-07
824,Premium,13,2022-07-31,2023-06-30,Australia,47,Female,Smartphone,1 Month,2022-07
825,Basic,12,2022-08-09,2023-06-30,Germany,30,Female,Laptop,1 Month,2022-08
826,Basic,11,2022-08-18,2023-07-01,France,37,Male,Smart TV,1 Month,2022-08
827,Premium,15,2022-08-20,2023-06-30,Brazil,34,Male,Smartphone,1 Month,2022-08
828,Standard,15,2022-08-30,2023-06-30,Mexico,33,Female,Smart TV,1 Month,2022-08
829,Standard,10,2022-09-01,2023-06-29,Spain,31,Male,Tablet,1 Month,2022-09
830,Basic,13,2022-09-02,2023-07-03,Italy,30,Female,Smartphone,1 Month,2022-09
831,Premium,10,2022-09-02,2023-06-29,Spain,35,Male,Smartphone,1 Month,2022-09
832,Standard,14,2022-09-15,2023-07-02,Spain,40,Female,Tablet,1 Month,2022-09
833,Basic,13,2022-09-17,2023-06-29,United States,29,Male,Smartphone,1 Month,2022-09
834,Standard,14,2022-09-26,2023-07-03,Canada,34,Female,Smart TV,1 Month,2022-09
835,Premium,12,2022-09-27,2023-06-29,United States,31,Male,Laptop,1 Month,2022-09
836,Basic,15,2022-10-04,2023-07-01,United States,28,Male,Laptop,1 Month,2022-10
837,Premium,12,2022-10-06,2023-06-29,Canada,46,Female,Smart TV,1 Month,2022-10
838,Standard,11,2022-10-07,2023-07-02,United Kingdom,38,Male,Smartphone,1 Month,2022-10
839,Basic,13,2022-10-06,2023-06-30,Australia,35,Female,Laptop,1 Month,2022-10
840,Standard,15,2022-10-07,2023-07-03,Germany,49,Male,Smartphone,1 Month,2022-10
841,Premium,13,2022-10-06,2023-06-29,France,42,Male,Smartphone,1 Month,2022-10
842,Basic,14,2022-10-06,2023-07-02,Brazil,37,Female,Laptop,1 Month,2022-10
843,Standard,13,2022-10-04,2023-07-01,Mexico,39,Female,Smartphone,1 Month,2022-10
844,Premium,10,2022-10-14,2023-07-02,Spain,47,Female,Smart TV,1 Month,2022-10
845,Basic,12,2022-10-19,2023-06-29,Italy,49,Male,Smartphone,1 Month,2022-10
846,Premium,12,2022-10-21,2023-07-01,Spain,35,Male,Laptop,1 Month,2022-10
847,Basic,11,2022-10-28,2023-06-30,Spain,36,Female,Smart TV,1 Month,2022-10
848,Standard,11,2022-11-01,2023-07-02,United States,40,Male,Tablet,1 Month,2022-11
849,Standard,10,2022-11-12,2023-06-29,Canada,30,Female,Smart TV,1 Month,2022-11
850,Basic,13,2022-11-13,2023-06-30,United States,51,Female,Smart TV,1 Month,2022-11
851,Premium,15,2022-11-09,2023-06-30,United States,47,Male,Laptop,1 Month,2022-11
852,Basic,12,2022-11-08,2023-07-01,Canada,47,Female,Laptop,1 Month,2022-11
853,Standard,14,2022-11-06,2023-06-30,United Kingdom,39,Male,Tablet,1 Month,2022-11
854,Premium,10,2022-11-07,2023-06-30,Australia,49,Male,Smart TV,1 Month,2022-11
855,Basic,12,2022-11-02,2023-07-01,Germany,33,Male,Laptop,1 Month,2022-11
856,Premium,10,2022-10-06,2023-06-30,France,32,Female,Smart TV,1 Month,2022-10
857,Basic,15,2022-09-16,2023-06-30,Brazil,40,Male,Smartphone,1 Month,2022-09
858,Standard,14,2022-09-10,2023-06-30,Mexico,40,Female,Laptop,1 Month,2022-09
859,Standard,12,2022-09-04,2023-06-30,Spain,51,Female,Tablet,1 Month,2022-09
860,Basic,13,2022-08-26,2023-07-01,Italy,50,Male,Smart TV,1 Month,2022-08
861,Premium,14,2022-08-14,2023-07-01,Spain,50,Female,Smart TV,1 Month,2022-08
862,Basic,14,2022-08-12,2023-07-01,Spain,47,Male,Smartphone,1 Month,2022-08
863,Standard,12,2022-08-10,2023-06-30,United States,35,Male,Laptop,1 Month,2022-08
864,Premium,11,2022-08-10,2023-07-01,Canada,31,Male,Tablet,1 Month,2022-08
865,Basic,15,2022-08-04,2023-07-01,United States,36,Male,Smartphone,1 Month,2022-08
866,Premium,10,2022-08-05,2023-07-01,United States,41,Female,Smart TV,1 Month,2022-08
867,Basic,13,2022-07-17,2023-06-30,Canada,49,Female,Tablet,1 Month,2022-07
868,Standard,12,2022-07-16,2023-07-01,United Kingdom,34,Female,Tablet,1 Month,2022-07
869,Standard,15,2022-07-13,2023-07-01,Australia,30,Female,Tablet,1 Month,2022-07
870,Basic,13,2022-07-03,2023-07-02,Germany,38,Male,Laptop,1 Month,2022-07
871,Premium,11,2022-06-24,2023-06-29,France,45,Male,Tablet,1 Month,2022-06
872,Basic,14,2022-06-21,2023-07-01,Brazil,42,Female,Laptop,1 Month,2022-06
873,Standard,10,2022-06-22,2023-07-01,Mexico,42,Female,Smart TV,1 Month,2022-06
874,Premium,10,2022-06-23,2023-07-02,Spain,31,Male,Smart TV,1 Month,2022-06
875,Basic,14,2022-06-26,2023-06-29,Italy,28,Male,Smart TV,1 Month,2022-06
876,Premium,11,2022-06-27,2023-06-30,Spain,44,Male,Tablet,1 Month,2022-06
877,Basic,13,2022-06-28,2023-07-01,Spain,30,Male,Smart TV,1 Month,2022-06
878,Standard,13,2022-06-28,2023-07-02,United States,33,Male,Smartphone,1 Month,2022-06
879,Standard,12,2022-06-18,2023-06-29,Canada,42,Female,Tablet,1 Month,2022-06
880,Basic,11,2022-06-11,2023-06-30,United States,31,Male,Smart TV,1 Month,2022-06
881,Premium,11,2022-06-11,2023-07-01,United States,31,Female,Smartphone,1 Month,2022-06
882,Basic,13,2022-06-12,2023-07-01,Canada,46,Female,Smart TV,1 Month,2022-06
883,Standard,15,2022-06-13,2023-06-29,United Kingdom,28,Female,Tablet,1 Month,2022-06
884,Premium,11,2022-06-13,2023-06-29,Australia,50,Male,Tablet,1 Month,2022-06
885,Basic,11,2022-06-18,2023-07-02,Germany,34,Male,Tablet,1 Month,2022-06
886,Premium,15,2022-06-23,2023-06-30,France,45,Female,Smart TV,1 Month,2022-06
887,Basic,12,2022-06-26,2023-06-30,Brazil,38,Female,Laptop,1 Month,2022-06
888,Standard,13,2022-06-29,2023-06-29,Mexico,42,Female,Laptop,1 Month,2022-06
889,Standard,10,2022-07-02,2023-07-01,Spain,45,Female,Smartphone,1 Month,2022-07
890,Basic,10,2022-07-06,2023-06-30,Italy,44,Male,Smart TV,1 Month,2022-07
891,Premium,14,2022-07-18,2023-06-30,Spain,50,Female,Smart TV,1 Month,2022-07
892,Basic,15,2022-07-29,2023-06-30,Spain,38,Male,Tablet,1 Month,2022-07
893,Standard,13,2022-07-30,2023-07-01,United States,42,Female,Smart TV,1 Month,2022-07
894,Premium,13,2022-08-03,2023-07-01,Canada,50,Male,Smart TV,1 Month,2022-08
895,Basic,10,2022-08-15,2023-06-30,United States,30,Male,Smartphone,1 Month,2022-08
896,Basic,10,2022-08-20,2023-07-01,United States,47,Female,Smartphone,1 Month,2022-08
897,Basic,14,2022-08-21,2023-06-30,Canada,32,Female,Laptop,1 Month,2022-08
898,Standard,11,2022-08-30,2023-07-02,United Kingdom,31,Female,Tablet,1 Month,2022-08
899,Premium,15,2022-09-01,2023-06-29,Australia,37,Male,Laptop,1 Month,2022-09
900,Basic,14,2022-09-02,2023-07-03,Germany,32,Female,Smartphone,1 Month,2022-09
901,Basic,12,2022-09-04,2023-06-30,France,29,Male,Smartphone,1 Month,2022-09
902,Premium,12,2022-09-10,2023-07-02,Brazil,28,Male,Tablet,1 Month,2022-09
903,Standard,11,2022-09-25,2023-06-29,Mexico,42,Male,Laptop,1 Month,2022-09
904,Standard,12,2022-09-27,2023-07-03,Spain,37,Male,Tablet,1 Month,2022-09
905,Basic,13,2022-10-01,2023-06-30,Italy,38,Female,Laptop,1 Month,2022-10
906,Premium,13,2022-10-06,2023-07-02,Spain,32,Male,Smart TV,1 Month,2022-10
907,Standard,15,2022-10-07,2023-06-30,Spain,48,Male,Laptop,1 Month,2022-10
908,Basic,13,2022-10-08,2023-07-03,United States,46,Female,Smart TV,1 Month,2022-10
909,Standard,14,2022-10-08,2023-07-01,Canada,30,Male,Tablet,1 Month,2022-10
910,Premium,10,2022-10-08,2023-07-03,United States,40,Female,Smart TV,1 Month,2022-10
911,Basic,13,2022-10-08,2023-06-29,United States,29,Male,Smart TV,1 Month,2022-10
912,Premium,15,2022-10-08,2023-07-02,Canada,41,Male,Tablet,1 Month,2022-10
913,Standard,15,2022-10-10,2023-07-01,United Kingdom,32,Male,Laptop,1 Month,2022-10
914,Basic,12,2022-10-19,2023-07-02,Australia,44,Female,Smart TV,1 Month,2022-10
915,Standard,15,2022-10-20,2023-06-29,Germany,41,Male,Laptop,1 Month,2022-10
916,Premium,12,2022-10-26,2023-07-01,France,50,Female,Smartphone,1 Month,2022-10
917,Basic,14,2022-10-29,2023-06-30,Brazil,33,Female,Tablet,1 Month,2022-10
918,Standard,10,2022-10-31,2023-07-02,Mexico,34,Female,Smart TV,1 Month,2022-10
919,Premium,15,2022-11-11,2023-06-29,Spain,40,Male,Smartphone,1 Month,2022-11
920,Basic,14,2022-11-09,2023-07-01,Italy,34,Female,Tablet,1 Month,2022-11
